hk_district,district,restaurant,cuisine,veg_type,address,latitude,longitude,openrice_url,phone,remarks
九龍,尖沙咀,慈素小聚,"中菜, 粵菜",蛋奶素,尖沙咀麼地道30號Mody House 8樓,"22.297102579041077, 114.17446146886",,https://www.openrice.com/zh/hongkong/r-%E6%85%88%E7%B4%A0%E5%B0%8F%E8%81%9A-%E5%B0%96%E6%B2%99%E5%92%80-%E7%B2%B5%E8%8F%9C-%E5%BB%A3%E6%9D%B1-%E6%B9%AF%E5%93%81-r801663,51220223,
九龍,尖沙咀,野玩田店 Something Wild - The Farms ,西式,蛋奶素,尖沙咀彌敦道63號iSQUARE國際廣場3樓307號舖,"22.29723343885941, 114.1719173529118",,https://www.openrice.com/zh/hongkong/r-%E9%87%8E%E7%8E%A9%E7%94%B0%E5%BA%97-%E5%B0%96%E6%B2%99%E5%92%80-%E8%A5%BF%E5%BC%8F-%E6%B2%99%E5%BE%8B-r698279,37554899,
九龍,尖沙咀,Branto 印度素食餐廳,印度菜,蛋奶素,尖沙咀樂道9號1樓,"22.29722586550622, 114.17146293756859",,https://www.openrice.com/zh/hongkong/r-branto-%E5%8D%B0%E5%BA%A6%E7%B4%A0%E9%A3%9F%E9%A4%90%E5%BB%B3-%E5%B0%96%E6%B2%99%E5%92%80-%E5%8D%B0%E5%BA%A6%E8%8F%9C-%E7%B4%A0%E9%A3%9F-r10437,23668171,
九龍,尖沙咀,每日 Everyday,自助餐,蛋奶素,尖沙咀山林道10-12號山林閣地舖,"22.302732870400977, 114.17275532220717",,https://www.openrice.com/zh/hongkong/r-%E6%AF%8F%E6%97%A5-%E5%B0%96%E6%B2%99%E5%92%80-%E5%A4%9A%E5%9C%8B%E8%8F%9C-%E6%B2%99%E5%BE%8B-r584611,25702266,
九龍,尖沙咀,雅 ‧悠蔬食,多國菜,蛋奶素,尖沙咀金馬倫道48號中國保險大廈3樓B號舖,"22.299123986738913, 114.17494649500252",,https://www.openrice.com/zh/hongkong/r-%E9%9B%85-%E6%82%A0%E8%94%AC%E9%A3%9F-%E5%B0%96%E6%B2%99%E5%92%80-%E5%A4%9A%E5%9C%8B%E8%8F%9C-%E7%B4%A0%E9%A3%9F-r513285,37065827,
九龍,尖沙咀,同德素食,"中菜, 粵菜",蛋奶素,尖沙咀寶勒巷10號1樓,"22.29868494906711, 114.17445008569855",,https://www.openrice.com/zh/hongkong/r-%E5%90%8C%E5%BE%B7%E7%B4%A0%E9%A3%9F-%E5%B0%96%E6%B2%99%E5%92%80-%E7%B2%B5%E8%8F%9C-%E5%BB%A3%E6%9D%B1-%E7%B4%A0%E9%A3%9F-r528136,28020882,
九龍,尖沙咀,Kailash Parbat,印度菜,蛋奶素,尖沙咀寶勒巷3號萬事昌廣場3樓302室,"22.29841966737484, 114.1742863656605",,https://www.openrice.com/zh/hongkong/r-kailash-parbat-%E5%B0%96%E6%B2%99%E5%92%80-%E5%8D%B0%E5%BA%A6%E8%8F%9C-%E7%B4%A0%E9%A3%9F-r571224,34285545,
九龍,尖沙咀,Moono,多國菜,純素,尖沙咀梳士巴利道18號Victoria Dockside K11 MuseaB2樓B201-C02號舖,"22.294367997625148, 114.17458086824381",,https://www.openrice.com/zh/hongkong/r-moono-%E5%B0%96%E6%B2%99%E5%92%80-%E5%A4%9A%E5%9C%8B%E8%8F%9C-%E7%B4%A0%E9%A3%9F-r713782,46242630,
九龍,尖沙咀,一森素食,港式,純素,尖沙咀北京道65-69號環球商業大廈2樓205-06室,"22.29622133006256, 114.17161456612732",,https://www.openrice.com/zh/hongkong/r-%E4%B8%80%E6%A3%AE%E7%B4%A0%E9%A3%9F-%E5%B0%96%E6%B2%99%E5%92%80-%E6%B8%AF%E5%BC%8F-%E7%B4%A0%E9%A3%9F-r789099,93224249,
九龍,尖沙咀,Peek-A-Poke,西式,蛋奶素,尖沙咀彌敦道36-44號重慶大廈地庫 Heath S01B號舖,"22.296789767153186, 114.17296416807812",,https://www.openrice.com/zh/hongkong/r-peek-a-poke-%E5%B0%96%E6%B2%99%E5%92%80-%E8%A5%BF%E5%BC%8F-%E6%B2%99%E5%BE%8B-r770734,63773073,
九龍,尖沙咀,Clean Coffee,"西式, Cafe",蛋奶素,尖沙咀彌敦道36-44號Heath地庫12號舖,"22.296464029845154, 114.17243223182228",,https://www.openrice.com/zh/hongkong/r-clean-coffee-%E5%B0%96%E6%B2%99%E5%92%80-%E8%A5%BF%E5%BC%8F-r795969,,
九龍,佐敦,普光齋,"中菜, 粵菜",蛋奶素,佐敦佐敦道13號華豐大廈地舖,"22.305882425946894, 114.17198072407635",,https://www.openrice.com/zh/hongkong/r-%E6%99%AE%E5%85%89%E9%BD%8B-%E4%BD%90%E6%95%A6-%E7%B2%B5%E8%8F%9C-%E5%BB%A3%E6%9D%B1-%E7%B4%A0%E9%A3%9F-r1866,23842833,
九龍,佐敦,蓮花健康素食,"中菜, 粵菜",蛋奶素,佐敦寧波街31號地舖,"22.306631796639927, 114.17112052081194",,https://www.openrice.com/zh/hongkong/r-%E8%93%AE%E8%8A%B1%E5%81%A5%E5%BA%B7%E7%B4%A0%E9%A3%9F-%E4%BD%90%E6%95%A6-%E7%B2%B5%E8%8F%9C-%E5%BB%A3%E6%9D%B1-%E7%B4%A0%E9%A3%9F-r544535,23287686,
九龍,佐敦,維亞軒素食 ,港式,蛋奶素,佐敦德興街13號怡興閣地舖,"22.30525395295037, 114.17224412037503",,https://www.openrice.com/zh/hongkong/r-via-vegetarian-restaurant-jordan-hong-kong-style-vegetarian-r747297,23828022,
九龍,佐敦,大中華素食,港式,蛋奶素,佐敦白加士街131-135號地下,"22.307277523863533, 114.17097962407624",,https://www.openrice.com/zh/hongkong/r-%E5%A4%A7%E4%B8%AD%E8%8F%AF%E7%B4%A0%E9%A3%9F-%E4%BD%90%E6%95%A6-%E6%B8%AF%E5%BC%8F-%E7%B4%A0%E9%A3%9F-r25363,27712393,
九龍,佐敦,三德素食館 (佐敦薈),"中菜, 粵菜",蛋奶素,佐敦彌敦道233-239號佐敦薈地下及4樓,"22.304910266906006, 114.17149269529327",,https://www.openrice.com/zh/hongkong/r-%E4%B8%89%E5%BE%B7%E7%B4%A0%E9%A3%9F%E9%A4%A8-%E4%BD%90%E6%95%A6-%E7%B2%B5%E8%8F%9C-%E5%BB%A3%E6%9D%B1-%E7%B4%A0%E9%A3%9F-r20523,36221888,
九龍,佐敦,Mayse Pizzeria,Pizza店,純素,佐敦吳松街5-11號地舖,"22.30831384234082, 114.17085483383964",,https://www.openrice.com/zh/hongkong/r-mayse-pizzeria-%E4%BD%90%E6%95%A6-%E8%A5%BF%E5%BC%8F-%E8%96%84%E9%A4%85-r821465,95352907,
九龍,油麻地,一森素食,"中菜, 粵菜",純素,油麻地窩打老道9-11號地下11B號舖,"22.313137754200476, 114.1701752141893",,https://www.openrice.com/zh/hongkong/r-%E4%B8%80%E6%A3%AE%E7%B4%A0%E9%A3%9F-%E6%B2%B9%E9%BA%BB%E5%9C%B0-%E7%B2%B5%E8%8F%9C-%E5%BB%A3%E6%9D%B1-%E7%B4%A0%E9%A3%9F-r526418,93082289,
九龍,旺角,無肉食（旺角）,自助餐,蛋奶素,旺角洗衣街88號2樓,"22.319579531387767, 114.17190360052233",,https://www.openrice.com/zh/hongkong/r-%E7%84%A1%E8%82%89%E9%A3%9F-%E6%97%BA%E8%A7%92-%E6%B8%AF%E5%BC%8F-%E7%B4%A0%E9%A3%9F-r557528,28892938,
九龍,太子,大自然素食（太子）,"中菜, 粵菜",蛋奶素,太子彌敦道始創中心3樓335號舖,"22.32234860135042, 114.16920743756934",,https://www.openrice.com/zh/hongkong/r-%E5%A4%A7%E8%87%AA%E7%84%B6%E7%B4%A0%E9%A3%9F-%E5%A4%AA%E5%AD%90-%E6%B8%AF%E5%BC%8F-%E7%B4%A0%E9%A3%9F-r17714,21481163,
九龍,太子,百寶齋廚,"中菜, 粵菜",蛋奶素,太子彌敦道780號地舖,"22.32577554701965, 114.16822959524121",,https://www.openrice.com/zh/hongkong/r-%E7%99%BE%E5%AF%B6%E9%BD%8B%E5%BB%9A-%E6%97%BA%E8%A7%92-%E6%B8%AF%E5%BC%8F-%E7%B4%A0%E9%A3%9F-r473548,23802681,
九龍,太子,「迆」雪糕專門店,雪糕店,蛋奶素,深水埗界限街10F號南楓樓地下5號舖,"22.326372823412445, 114.16437659709179",,https://www.openrice.com/zh/hongkong/r-%E3%80%8C%E8%BF%86%E3%80%8D%E9%9B%AA%E7%B3%95%E5%B0%88%E9%96%80%E5%BA%97-%E6%B7%B1%E6%B0%B4%E5%9F%97-%E6%B8%AF%E5%BC%8F-%E9%9B%AA%E7%B3%95-%E4%B9%B3%E9%85%AA-r726502,53455954,
九龍,石硤尾,晶晶素食店,"中菜, 粵菜",蛋奶素,石硤尾偉智里1-3號白田購物中心地下71號舖,"22.334997745318244, 114.16701651373708",,https://www.openrice.com/zh/hongkong/r-%E6%99%B6%E6%99%B6%E7%B4%A0%E9%A3%9F%E5%BA%97-%E7%9F%B3%E7%A1%A4%E5%B0%BE-%E7%B2%B5%E8%8F%9C-%E5%BB%A3%E6%9D%B1-%E7%84%A1%E8%82%89%E9%A4%90%E5%96%AE-r754357,46146544,
九龍,深水埗,天譽素食,"中菜, 粵菜",蛋奶素,深水埗元州街141號地舖,"22.334209259617715, 114.1609556817488",,https://www.openrice.com/zh/hongkong/r-%E5%A4%A9%E8%AD%BD%E7%B4%A0%E9%A3%9F-%E6%B7%B1%E6%B0%B4%E5%9F%97-%E7%B2%B5%E8%8F%9C-%E5%BB%A3%E6%9D%B1-%E7%B4%A0%E9%A3%9F-r55643,27081228,
九龍,深水埗,善膳坊,港式,蛋奶素,深水埗元州街26號地舖,"22.332374538094925, 114.16379518174877",,https://www.openrice.com/zh/hongkong/r-%E5%96%84%E8%86%B3%E5%9D%8A-%E6%B7%B1%E6%B0%B4%E5%9F%97-%E6%B8%AF%E5%BC%8F-%E7%B4%A0%E9%A3%9F-r749553,92217166,
九龍,深水埗,素食工房,三餸飯,蛋奶素,深水埗欽州街37號西九龍中心8樓美食廣場8F06號舖,"22.33124820625262, 114.15975420819571",,https://www.openrice.com/zh/hongkong/r-%E7%B4%A0%E9%A3%9F%E5%B7%A5%E6%88%BF-%E6%B7%B1%E6%B0%B4%E5%9F%97-%E6%B8%AF%E5%BC%8F-%E7%B4%A0%E9%A3%9F-r699659,63545263,
九龍,深水埗,知味駅,日本菜,蛋奶素,深水埗欽州街37號西九龍中心8樓美食廣場33號舖,"22.33131031216891, 114.1597625375699",,https://www.openrice.com/zh/hongkong/r-%E7%9F%A5%E5%91%B3%E9%A7%85-%E6%B7%B1%E6%B0%B4%E5%9F%97-%E6%97%A5%E6%9C%AC%E8%8F%9C-%E7%B4%A0%E9%A3%9F-r675330,94585190,
九龍,深水埗,素年 Years,"多國菜, Cafe",純素,深水埗福華街191-199號福隆大廈1號地舖,"22.332731546259446, 114.16075629407801",,https://www.openrice.com/zh/hongkong/r-%E7%B4%A0%E5%B9%B4-%E6%B7%B1%E6%B0%B4%E5%9F%97-%E8%A5%BF%E5%BC%8F-%E7%B4%A0%E9%A3%9F-r616992,63383719,
九龍,深水埗,素年 The Park,"多國菜, Cafe",純素,深水埗汝州街132號地舖,"22.32831214128972, 114.16404319524122",,https://www.openrice.com/zh/hongkong/r-%E7%B4%A0%E5%B9%B4-%E6%B7%B1%E6%B0%B4%E5%9F%97-%E8%A5%BF%E5%BC%8F-%E7%B4%A0%E9%A3%9F-r671080,53364000,
九龍,深水埗,悅素 Joys Cafe,"多國菜, Cafe",純素,深水埗福華街7號地舖,"22.327816799645213, 114.1669161584624",,https://www.openrice.com/zh/hongkong/r-%E6%82%85%E7%B4%A0-%E6%B7%B1%E6%B0%B4%E5%9F%97-%E8%A5%BF%E5%BC%8F-%E7%84%A1%E8%82%89%E9%A4%90%E5%96%AE-r793563,36194840,
九龍,深水埗,新聚寶素食,"中菜, 粵菜",蛋奶素,深水埗大埔道79-85號民安大廈地下85號舖,"22.33242468087526, 114.16400724122778",,https://www.openrice.com/zh/hongkong/r-%E6%96%B0%E8%81%9A%E5%AF%B6%E7%B4%A0%E9%A3%9F-%E6%B7%B1%E6%B0%B4%E5%9F%97-%E7%B2%B5%E8%8F%9C-%E5%BB%A3%E6%9D%B1-%E7%B4%A0%E9%A3%9F-r145684,27082728,
九龍,深水埗,黑窗里,"多國菜, Cafe",蛋奶素,深水埗大埔道79-85號民安大廈地舖,"22.332590334273597, 114.16396636643508",,https://www.openrice.com/zh/hongkong/r-%E9%BB%91%E7%AA%97%E9%87%8C-%E6%B7%B1%E6%B0%B4%E5%9F%97-%E5%A4%9A%E5%9C%8B%E8%8F%9C-%E7%B4%A0%E9%A3%9F-r719224,97478914,
九龍,長沙灣,Café Imagine,"多國菜, Cafe",純素,長沙灣順寧道338號豐盛居商場地舖,"22.34010511778433, 114.15550414218994",,https://www.openrice.com/zh/hongkong/r-cafe-imagine-%E9%95%B7%E6%B2%99%E7%81%A3-%E6%B8%AF%E5%BC%8F-%E7%B4%A0%E9%A3%9F-r49452,22816020,
九龍,荔枝角 ,素一素,"中菜, 粵菜",蛋奶素,荔枝角青山道489-491號香港工業中心C座地庫C2號舖,"22.337625067450873, 114.14715457934517",,https://www.openrice.com/zh/hongkong/r-%E7%B4%A0%E4%B8%80%E7%B4%A0-%E8%8D%94%E6%9E%9D%E8%A7%92-%E6%B8%AF%E5%BC%8F-%E7%84%A1%E8%82%89%E9%A4%90%E5%96%AE-r792423,37956070,
九龍,荔枝角 ,清心齋,"中菜, 粵菜",蛋奶素,荔枝角荔枝角道833號昇悅居昇悅商場1樓125號舖,"22.334593093902523, 114.14904304979176",,https://www.openrice.com/zh/hongkong/r-%E6%B8%85%E5%BF%83%E9%BD%8B-%E8%8D%94%E6%9E%9D%E8%A7%92-%E7%B2%B5%E8%8F%9C-%E5%BB%A3%E6%9D%B1-%E7%B4%A0%E9%A3%9F-r758757,,
九龍,大角咀,煮植,多國菜,純素,大角咀海庭道8號富榮花園第一期地下43A號舖,"22.314050839187097, 114.16468013941972",,https://www.openrice.com/zh/hongkong/r-%E7%85%AE%E6%A4%8D-%E5%A4%A7%E8%A7%92%E5%92%80-%E5%A4%9A%E5%9C%8B%E8%8F%9C-%E7%B4%A0%E9%A3%9F-r775781,55239163,
九龍,大角咀,素來素往,自助餐,蛋奶素,大角咀博文街28-38號地下6號舖,"22.319766605208493, 114.16079009524104",,https://www.openrice.com/zh/hongkong/r-%E7%B4%A0%E4%BE%86%E7%B4%A0%E5%BE%80-%E5%A4%A7%E8%A7%92%E5%92%80-%E5%A4%9A%E5%9C%8B%E8%8F%9C-%E7%B4%A0%E9%A3%9F-r753767,94492555,
九龍,紅磡,金佛園素食,"中菜, 粵菜",蛋奶素,紅磡差館里41-43號地下,"22.308226129296983, 114.18554768239328",,https://www.openrice.com/zh/hongkong/r-%E9%87%91%E4%BD%9B%E5%9C%92%E7%B4%A0%E9%A3%9F-%E7%B4%85%E7%A3%A1-%E6%B8%AF%E5%BC%8F-%E7%B4%A0%E9%A3%9F-r725026,22154882,
九龍,黃埔,素年 Be,"多國菜, Cafe",純素,紅磡黃埔天地百寶坊(第3期)地下G27號舖,"22.304804527556314, 114.1866017240762",,https://www.openrice.com/zh/hongkong/r-%E7%B4%A0%E5%B9%B4-%E7%B4%85%E7%A3%A1-%E8%A5%BF%E5%BC%8F-%E7%B4%A0%E9%A3%9F-r712721,93663261,
九龍,黃埔,巧饍坊,"中菜, 粵菜",蛋奶素,紅磡黃埔天地美食坊(第8期)1樓106-107號舖,"22.304893885391067, 114.19047125106833",,https://www.openrice.com/zh/hongkong/r-%E5%B7%A7%E9%A5%8D%E5%9D%8A-%E7%B4%A0%E9%A3%9F-%E7%B4%85%E7%A3%A1-%E4%BA%AC%E5%B7%9D%E6%BB%AC-%E7%B4%A0%E9%A3%9F-r33355,31522162,
九龍,黃大仙,大自然素食（黃大仙）,"中菜, 粵菜",蛋奶素,黃大仙現崇山商場1樓102-103號舖,"22.340282403825427, 114.19681627989841",,https://www.openrice.com/zh/hongkong/r-%E5%A4%A7%E8%87%AA%E7%84%B6%E7%B4%A0%E9%A3%9F-%E9%BB%83%E5%A4%A7%E4%BB%99-%E6%B8%AF%E5%BC%8F-%E7%B4%A0%E9%A3%9F-r117648,28873363,
九龍,黃大仙,源記齋,港式,蛋奶素,黃大仙銀鳳街1號地下E號舖,"22.34419845014583, 114.19787098271738",,https://www.openrice.com/zh/hongkong/r-%E6%BA%90%E8%A8%98%E9%BD%8B-%E9%BB%83%E5%A4%A7%E4%BB%99-%E6%B8%AF%E5%BC%8F-%E7%B4%A0%E9%A3%9F-r801973,94487161,
九龍,黃大仙,健康齋廚,港式,蛋奶素,黃大仙飛鳳街34號地舖,"22.34381418460536, 114.1964172175659",,https://www.openrice.com/zh/hongkong/r-%E5%81%A5%E5%BA%B7%E9%BD%8B%E5%BB%9A-%E9%BB%83%E5%A4%A7%E4%BB%99-%E6%B8%AF%E5%BC%8F-%E7%B4%A0%E9%A3%9F-r543465,67330283,
九龍,鑽石山,龍門樓 - 志蓮素齋,"中菜, 粵菜",蛋奶素,鑽石山鳳德道60號南蓮園池龍門樓,"22.33911674725738, 114.20586220873409",,https://www.openrice.com/zh/hongkong/r-%E9%BE%8D%E9%96%80%E6%A8%93-%E5%BF%97%E8%93%AE%E7%B4%A0%E9%BD%8B-%E9%91%BD%E7%9F%B3%E5%B1%B1-%E7%B2%B5%E8%8F%9C-%E5%BB%A3%E6%9D%B1-%E7%B4%A0%E9%A3%9F-r17526,36589388,
九龍,新蒲崗,Nuttea,台式飲品,純素,新蒲崗大有街3號萬迪廣場1樓D號舖,"22.338499181254523, 114.19907269043439",,https://www.openrice.com/zh/hongkong/r-nuttea-%E6%96%B0%E8%92%B2%E5%B4%97-%E5%8F%B0%E7%81%A3%E8%8F%9C-%E6%9E%9C%E6%B1%81-r610895,60158851,
九龍,新蒲崗,從心素食,"中菜, 粵菜",蛋奶素,新蒲崗太子道東638號Mikiki1樓107號舖,"22.333672928806013, 114.19650221534323",,https://www.openrice.com/zh/hongkong/r-%E5%BE%9E%E5%BF%83%E7%B4%A0%E9%A3%9F-%E6%96%B0%E8%92%B2%E5%B4%97-%E7%B2%B5%E8%8F%9C-%E5%BB%A3%E6%9D%B1-%E7%B4%A0%E9%A3%9F-r552963,36184826,
九龍,新蒲崗,泰好篤篤餐館,泰國菜,蛋奶素,新蒲崗洐慶街33號地下,"22.3352690855467, 114.19477208002255",,https://www.openrice.com/zh/hongkong/r-%E6%B3%B0%E5%A5%BD%E7%AF%A4%E7%AF%A4%E9%A4%90%E9%A4%A8-%E6%96%B0%E8%92%B2%E5%B4%97-%E6%B3%B0%E5%9C%8B%E8%8F%9C-%E7%84%A1%E8%82%89%E9%A4%90%E5%96%AE-r504667,22905232,
九龍,新蒲崗,愛家素食,港式,純素,新蒲崗爵祿街33號 PORT 33 1樓103A號舖,"22.335388128915326, 114.19778018363192",,https://www.openrice.com/zh/hongkong/r-%E6%84%9B%E5%AE%B6%E7%B4%A0%E9%A3%9F-%E6%96%B0%E8%92%B2%E5%B4%97-%E6%B8%AF%E5%BC%8F-%E7%84%A1%E8%82%89%E9%A4%90%E5%96%AE-r614688,27970001,
九龍,新蒲崗,MUM 日常野菜料理,"多國菜, Cafe",蛋奶素,新蒲崗仁愛街34號地下B號舖,"22.334466327888848, 114.19489936683681",,https://www.openrice.com/zh/hongkong/r-mum-%E6%97%A5%E5%B8%B8%E9%87%8E%E8%8F%9C%E6%96%99%E7%90%86-%E6%96%B0%E8%92%B2%E5%B4%97-%E6%B8%AF%E5%BC%8F-%E7%84%A1%E8%82%89%E9%A4%90%E5%96%AE-r719730,54007869,
九龍,九龍城,泰國素食,泰國菜,蛋奶素,九龍城城南道28號地下,"22.329351169138043, 114.19110387989815",,https://www.openrice.com/zh/hongkong/r-%E6%B3%B0%E5%9C%8B%E7%B4%A0%E9%A3%9F-%E4%B9%9D%E9%BE%8D%E5%9F%8E-%E6%B3%B0%E5%9C%8B%E8%8F%9C-%E7%B4%A0%E9%A3%9F-r579005,61537421,
九龍,九龍城,蓮花健康素食,"中菜, 粵菜",蛋奶素,九龍城福佬村道39號地舖,"22.328732440533496, 114.18747458922431",,https://www.openrice.com/zh/hongkong/r-%E8%93%AE%E8%8A%B1%E5%81%A5%E5%BA%B7%E7%B4%A0%E9%A3%9F-%E4%B9%9D%E9%BE%8D%E5%9F%8E-%E7%B2%B5%E8%8F%9C-%E5%BB%A3%E6%9D%B1-%E7%B4%A0%E9%A3%9F-r31908,23828290,
九龍,土瓜灣,早稻石磨腸粉,"中菜, 粵菜",非素食,土瓜灣炮仗街46-48號地下E號舖,"22.318808444939926, 114.18863610064383",,https://www.openrice.com/zh/hongkong/r-%E6%97%A9%E7%A8%BB%E7%9F%B3%E7%A3%A8%E8%85%B8%E7%B2%89-%E5%9C%9F%E7%93%9C%E7%81%A3-%E7%B2%B5%E8%8F%9C-%E5%BB%A3%E6%9D%B1-r678906,68591069,不定期放假，建議去前打電話確認開店
九龍,土瓜灣,圓善素食,"中菜, 粵菜",蛋奶素,土瓜灣馬頭圍道434號地舖,"22.31948416559045, 114.18740455514006",,https://www.openrice.com/zh/hongkong/r-%E5%9C%93%E5%96%84%E7%B4%A0%E9%A3%9F-%E5%9C%9F%E7%93%9C%E7%81%A3-%E7%B2%B5%E8%8F%9C-%E5%BB%A3%E6%9D%B1-%E7%B4%A0%E9%A3%9F-r552830,26012801,
九龍,九龍灣,Nuttea,台式飲品,純素,九龍灣宏冠道6號鴻力工業中心B座地下B1B1號舖,"22.32293402528368, 114.20880128174838",,https://www.openrice.com/zh/hongkong/r-nuttea-%E4%B9%9D%E9%BE%8D%E7%81%A3-%E5%8F%B0%E7%81%A3%E8%8F%9C-%E6%9E%9C%E6%B1%81-r677934,64140831,
九龍,九龍灣,La Fresco Veggie 清新素食咖啡店,港式,蛋奶素,九龍灣常悅道9道企業廣場1期 1樓2號舖,"22.321982502401738, 114.20799487989791",,https://www.openrice.com/zh/hongkong/r-%E6%B8%85%E6%96%B0%E7%B4%A0%E9%A3%9F%E5%92%96%E5%95%A1%E5%BA%97-%E4%B9%9D%E9%BE%8D%E7%81%A3-%E6%B8%AF%E5%BC%8F-%E6%B2%99%E5%BE%8B-r144886,28683266,
九龍,九龍灣,滴水坊,"中菜, 粵菜",蛋奶素,九龍灣宏光道1號億京中心地舖,"22.321249648015957, 114.2061959714751",,https://www.openrice.com/zh/hongkong/r-%E6%BB%B4%E6%B0%B4%E5%9D%8A-%E4%B9%9D%E9%BE%8D%E7%81%A3-%E6%B8%AF%E5%BC%8F-%E7%B4%A0%E9%A3%9F-r48001,31109007,
九龍,九龍灣,歡樂食堂,港式,非素食,九龍灣宏光道80號麗晶商場地下G2A號舖,"22.32939065554151, 114.20599398415382",,https://www.openrice.com/zh/hongkong/r-%E6%AD%A1%E6%A8%82%E9%A3%9F%E5%A0%82-%E4%B9%9D%E9%BE%8D%E7%81%A3-%E6%B8%AF%E5%BC%8F-r755073,23669893,
九龍,牛頭角,裕德素食,港式,蛋奶素,牛頭角定富街30號地下,"22.317352931769253, 114.21592730746636",,https://www.openrice.com/zh/hongkong/r-%E8%A3%95%E5%BE%B7%E7%B4%A0%E9%A3%9F-%E7%89%9B%E9%A0%AD%E8%A7%92-%E6%B8%AF%E5%BC%8F-%E7%B4%A0%E9%A3%9F-r15857,23318596,
九龍,觀塘,敬一素食私房菜,"中菜, 川菜",純素,觀塘偉業街223-231號宏利金融中心A座1樓7室,"22.307974548690723, 114.22361449816076",,https://www.openrice.com/zh/hongkong/r-%E6%95%AC%E4%B8%80%E7%B4%A0%E9%A3%9F%E7%A7%81%E6%88%BF%E8%8F%9C-%E8%A7%80%E5%A1%98-%E5%B7%9D%E8%8F%9C-%E5%9B%9B%E5%B7%9D-%E7%B4%A0%E9%A3%9F-r784229,54077589,
九龍,觀塘,一素食譜,港式,純素,觀塘成業街7號東廣場地下G57號舖,"22.310956493698, 114.22645048649463",,https://www.openrice.com/zh/hongkong/r-%E4%B8%80%E7%B4%A0%E9%A3%9F%E8%AD%9C-%E8%A7%80%E5%A1%98-%E6%B8%AF%E5%BC%8F-%E7%B4%A0%E9%A3%9F-r572166?_sUrl=https%3A%2F%2Fs.openrice.com%2FQrbS01hi800~drFY0lXan,55394088,
九龍,觀塘,紫竹林素食,"中菜, 粵菜",蛋奶素,觀塘成業街19-21號成業工業大廈1樓03室,"22.310277745090914, 114.22712089524063",,https://www.openrice.com/zh/hongkong/r-%E7%B4%AB%E7%AB%B9%E6%9E%97%E7%B4%A0%E9%A3%9F-%E8%A7%80%E5%A1%98-%E6%B8%AF%E5%BC%8F-%E7%B4%A0%E9%A3%9F-r513243,35685130,
