hk_district,district,restaurant,cuisine,veg_type,address,latitude,longitude,openrice_url,phone,remarks
九龍,觀塘,素心事 Sow Something,"多國菜, Cafe",蛋奶素,觀塘成業街19-21號成業工業大廈1樓4室,"22.310291654780745, 114.2270730539227",,https://www.openrice.com/zh/hongkong/r-%E7%B4%A0%E5%BF%83%E4%BA%8B-%E8%A7%80%E5%A1%98-%E5%A4%9A%E5%9C%8B%E8%8F%9C-%E7%B4%A0%E9%A3%9F-r783541,65920365,
九龍,觀塘,家味蔬食,"中菜, 粵菜",蛋奶素,觀塘成業街19-21號成業工業大廈5樓29號舖,"22.3101161672464, 114.22711077382458",,https://www.openrice.com/zh/hongkong/r-%E5%AE%B6%E5%91%B3%E8%94%AC%E9%A3%9F-%E8%A7%80%E5%A1%98-%E7%B2%B5%E8%8F%9C-%E5%BB%A3%E6%9D%B1-%E7%B4%A0%E9%A3%9F-r732275,68267833,
九龍,觀塘,一素食譜,港式,蛋奶素,觀塘成業街7號東廣場寧晉中心地下57號舖,"22.310972599190105, 114.2264493521339",,https://www.openrice.com/zh/hongkong/r-%E4%B8%80%E7%B4%A0%E9%A3%9F%E8%AD%9C-%E8%A7%80%E5%A1%98-%E6%B8%AF%E5%BC%8F-%E7%B4%A0%E9%A3%9F-r572166,55394088,
九龍,觀塘,Sujata Café,"多國菜, Cafe",蛋奶素,觀塘成業街11-13號華成工商中心9樓907號舖,"22.310687039683632, 114.2265577811886",,https://www.openrice.com/zh/hongkong/r-sujata-cafe-%E8%A7%80%E5%A1%98-%E5%A4%9A%E5%9C%8B%E8%8F%9C-%E7%B4%A0%E9%A3%9F-r552739,27608003,
九龍,觀塘,福德素食小廚,港式,蛋奶素,觀塘駿業街67號駿業街熟食市場2樓,"22.31179971500676, 114.22300139566572",,https://www.openrice.com/zh/hongkong/r-%E7%A6%8F%E5%BE%B7%E7%B4%A0%E9%A3%9F%E5%B0%8F%E5%BB%9A-%E8%A7%80%E5%A1%98-%E6%B8%AF%E5%BC%8F-%E7%B4%A0%E9%A3%9F-r48640,93651418,
九龍,觀塘,愛家，愛便當,"中菜, 川菜",蛋奶素,觀塘鴻圖道76號聯運工業大廈地下D號舖,"22.308465526816924, 114.2238946970023",,https://www.openrice.com/zh/hongkong/r-%E6%84%9B%E5%AE%B6-%E6%84%9B%E4%BE%BF%E7%95%B6-%E8%A7%80%E5%A1%98-%E6%97%A5%E6%9C%AC%E8%8F%9C-%E7%B4%A0%E9%A3%9F-r794372,97991916,
九龍,觀塘,Sow Vegan,西式,純素,觀塘鴻圖道43號鴻達工業大廈11樓1102室,"22.311909092426834, 114.22109273374961",,https://www.openrice.com/zh/hongkong/r-sow-vegan-%E8%A7%80%E5%A1%98-%E8%A5%BF%E5%BC%8F-%E6%B2%99%E5%BE%8B-r560639,90293009,
九龍,觀塘,寶光齋素食館,粵菜,蛋奶素,觀塘崇仁街29號安順大廈地舖,"22.316216176794374, 114.22412373249851",,https://www.openrice.com/zh/hongkong/r-%E5%AF%B6%E5%85%89%E9%BD%8B%E7%B4%A0%E9%A3%9F%E9%A4%A8-%E8%A7%80%E5%A1%98-%E7%B2%B5%E8%8F%9C-%E5%BB%A3%E6%9D%B1-%E7%B4%A0%E9%A3%9F-r173,23444577,
九龍,觀塘,五福素食館,粵菜,純素,觀塘巧明街99號巧明工廠大廈地下11室,"22.312809897227453, 114.22340696283442",,https://www.openrice.com/zh/hongkong/r-%E4%BA%94%E7%A6%8F%E7%B4%A0-%E8%A7%80%E5%A1%98-%E6%BB%87%E8%8F%9C-%E9%9B%B2%E5%8D%97-r809505,65868047,
九龍,觀塘,EFG Eat for Green,西式,非素食,觀塘開源道60號駱駝漆大廈第三座3樓P室,"22.31014677141835, 114.22507058388389",,https://www.openrice.com/zh/hongkong/r-efg-eat-for-green-%E8%A7%80%E5%A1%98-%E8%A5%BF%E5%BC%8F-%E7%84%A1%E8%82%89%E9%A4%90%E5%96%AE-r746157,70742818,
九龍,藍田,天天素食,粵菜,純素,藍田匯景商場3樓17-18號舖,"22.30744106393968, 114.23340645054999",,https://www.openrice.com/zh/hongkong/r-%E5%A4%A9%E5%A4%A9%E7%B4%A0%E9%A3%9F-%E8%97%8D%E7%94%B0-%E7%B2%B5%E8%8F%9C-%E5%BB%A3%E6%9D%B1-%E7%B4%A0%E9%A3%9F-r13416,23468396,
九龍,鯉魚門,天天素食,粵菜,純素,鯉魚門鯉魚門路80號鯉魚門廣場1樓116號舖,"22.29641394443872, 114.23941951545329",,https://www.openrice.com/zh/hongkong/r-%E5%A4%A9%E5%A4%A9%E7%B4%A0%E9%A3%9F-%E9%AF%89%E9%AD%9A%E9%96%80-%E7%B2%B5%E8%8F%9C-%E5%BB%A3%E6%9D%B1-%E7%B4%A0%E9%A3%9F-r599468,21105056,
新界,將軍澳,無肉食（將軍澳）,自助餐,蛋奶素,將軍澳唐賢街19號天晉匯II期地下20號舖,"22.310214373109172, 114.26100847598508",,https://www.openrice.com/zh/hongkong/r-%E7%84%A1%E8%82%89%E9%A3%9F-%E5%B0%87%E8%BB%8D%E6%BE%B3-%E6%B8%AF%E5%BC%8F-%E7%84%A1%E8%82%89%E9%A4%90%E5%96%AE-r740061,26686658,
新界,將軍澳,從心素食 Heartful Veggie,"中菜, 粵菜",蛋奶素,將軍澳重華路8號東港城2樓263C號舖,"22.317172148773587, 114.26530051747348",,https://www.openrice.com/zh/hongkong/r-%E5%BE%9E%E5%BF%83%E7%B4%A0%E9%A3%9F-%E5%B0%87%E8%BB%8D%E6%BE%B3-%E7%B2%B5%E8%8F%9C-%E5%BB%A3%E6%9D%B1-%E7%B4%A0%E9%A3%9F-r699701,23656788,
新界,將軍澳,清心齋,"中菜, 粵菜",蛋奶素,將軍澳坑口常寧路2號TKO Gateway地下Food Lane EF11號舖,"22.317473965053466, 114.26629431654462",,https://www.openrice.com/zh/hongkong/r-%E6%B8%85%E5%BF%83%E9%BD%8B-%E5%B0%87%E8%BB%8D%E6%BE%B3-%E7%B2%B5%E8%8F%9C-%E5%BB%A3%E6%9D%B1-%E7%B4%A0%E9%A3%9F-r568379,,
新界,將軍澳,清心齋,"中菜, 粵菜",蛋奶素,將軍澳欣景路8號新都城中心二期1樓1021號舖,"22.323196030792072, 114.2577936042632",,https://www.openrice.com/zh/hongkong/r-%E6%B8%85%E5%BF%83%E9%BD%8B-%E5%B0%87%E8%BB%8D%E6%BE%B3-%E7%B2%B5%E8%8F%9C-%E5%BB%A3%E6%9D%B1-%E7%B4%A0%E9%A3%9F-r757115,,
新界,荃灣,荃灣港安醫院餐廳,多國菜,蛋奶素,荃灣荃景圍199號港安醫院主座6樓,"22.376536323943157, 114.1040966671474",,https://www.openrice.com/zh/hongkong/r-%E8%8D%83%E7%81%A3%E6%B8%AF%E5%AE%89%E9%86%AB%E9%99%A2%E9%A4%90%E5%BB%B3-%E8%8D%83%E7%81%A3-%E5%A4%9A%E5%9C%8B%E8%8F%9C-%E7%84%A1%E8%82%89%E9%A4%90%E5%96%AE-r42795,22756690,
新界,荃灣,Green Common 如心廣場二期店,多國菜,純素,荃灣大河道 98 號如心廣場二期 1 樓 101 號舖,"22.369404230966047, 114.11127715355923",,https://www.openrice.com/zh/hongkong/r-green-common-%E8%8D%83%E7%81%A3-%E5%A4%9A%E5%9C%8B%E8%8F%9C-%E7%B4%A0%E9%A3%9F-r678568,26620553,
新界,荃灣,無肉食（荃灣）,自助餐,蛋奶素,荃灣大河道98號如心廣場二期2樓213號舖,"22.373326807921195, 114.11125279818857",,https://www.openrice.com/zh/hongkong/r-%E7%84%A1%E8%82%89%E9%A3%9F-%E8%8D%83%E7%81%A3-%E6%B8%AF%E5%BC%8F-%E7%B4%A0%E9%A3%9F-r664019,23369818,
新界,荃灣,大自然素食（荃灣）,"中菜, 粵菜",蛋奶素,荃灣廣場4樓433號舖,"22.37081182885849, 114.1118027664069",,https://www.openrice.com/zh/hongkong/r-%E5%A4%A7%E8%87%AA%E7%84%B6%E7%B4%A0%E9%A3%9F-%E8%8D%83%E7%81%A3-%E6%B8%AF%E5%BC%8F-%E7%B4%A0%E9%A3%9F-r48978,21481819,
新界,荃灣,Nuttea,台式飲品,純素,荃灣大河道88號灣景廣場購物中心AEON超級市場地下G15號舖,"22.37004191583233, 114.111863937571",,https://www.openrice.com/zh/hongkong/r-nuttea-%E8%8D%83%E7%81%A3-%E5%8F%B0%E7%81%A3%E8%8F%9C-%E6%9E%9C%E6%B1%81-r733427,,
新界,荃灣,東方小祇園,"中菜, 粵菜",蛋奶素,荃灣沙咀道254-276號廣發大廈地下4B號舖,"22.369762427199912, 114.11629731858706",,https://www.openrice.com/zh/hongkong/r-%E6%9D%B1%E6%96%B9%E5%B0%8F%E7%A5%87%E5%9C%92-%E8%8D%83%E7%81%A3-%E7%B2%B5%E8%8F%9C-%E5%BB%A3%E6%9D%B1-%E7%B4%A0%E9%A3%9F-r754343,35687452,
新界,荃灣,寶蓮素食,自助餐,蛋奶素,荃灣沙咀道328號寶石大廈地下G17-G18號舖,"22.369252402891323, 114.11781946546716",,https://www.openrice.com/zh/hongkong/r-%E5%AF%B6%E8%93%AE%E7%B4%A0%E9%A3%9F-%E8%8D%83%E7%81%A3-%E7%B2%B5%E8%8F%9C-%E5%BB%A3%E6%9D%B1-%E7%B4%A0%E9%A3%9F-r780811,23223088,
新界,荃灣,翠蓮素食,"中菜, 粵菜",蛋奶素,荃灣眾安街81號地舖,"22.36925817420561, 114.11617926640672",,https://www.openrice.com/zh/hongkong/r-%E7%BF%A0%E8%93%AE%E7%B4%A0%E9%A3%9F-%E8%8D%83%E7%81%A3-%E7%B2%B5%E8%8F%9C-%E5%BB%A3%E6%9D%B1-%E7%B4%A0%E9%A3%9F-r574992,23516888,
新界,荃灣,素年 Friends,"多國菜, Cafe",純素,荃灣三陂坊20號,"22.369063939102094, 114.11672045291422",,https://www.openrice.com/zh/hongkong/r-%E7%B4%A0%E5%B9%B4-%E8%8D%83%E7%81%A3-%E8%A5%BF%E5%BC%8F-%E7%B4%A0%E9%A3%9F-r675470,52969864,
新界,荃灣,素悅軒,港式,蛋奶素,荃灣兆和街25號海晴軒15號舖,"22.372421069018813, 114.11758416640689",,https://www.openrice.com/zh/hongkong/r-%E7%B4%A0%E6%82%85%E8%BB%92-%E8%8D%83%E7%81%A3-%E6%B8%AF%E5%BC%8F-%E7%84%A1%E8%82%89%E9%A4%90%E5%96%AE-r173776,34864428,
新界,荃灣,天· 悠蔬食,多國菜,蛋奶素,荃灣楊屋道18號荃新天地2地下G08-11號舖,"22.368213489581997, 114.11474945291421",,https://www.openrice.com/zh/hongkong/r-%E5%A4%A9-%E6%82%A0%E8%94%AC%E9%A3%9F-%E8%8D%83%E7%81%A3-%E5%A4%9A%E5%9C%8B%E8%8F%9C-%E7%B4%A0%E9%A3%9F-r654111,26361808,
新界,荃灣,素食新一代,"中菜, 粵菜",蛋奶素,荃灣西樓角路202-216號荃昌中心昌安大廈1樓52&55號舖,"22.371521842407542, 114.11985379524276",,https://www.openrice.com/zh/hongkong/r-%E7%B4%A0%E9%A3%9F%E6%96%B0%E4%B8%80%E4%BB%A3-%E8%8D%83%E7%81%A3-%E7%B2%B5%E8%8F%9C-%E5%BB%A3%E6%9D%B1-%E7%B4%A0%E9%A3%9F-r15491,24112407,
新界,荃灣,妙法齋,"中菜, 粵菜",蛋奶素,荃灣河背街79號地舖,"22.368460596408045, 114.11648972210732",,https://www.openrice.com/zh/hongkong/r-%E5%A6%99%E6%B3%95%E9%BD%8B-%E8%8D%83%E7%81%A3-%E7%B2%B5%E8%8F%9C-%E5%BB%A3%E6%9D%B1-%E7%B4%A0%E9%A3%9F-r2350,24120301,
新界,荃灣,素食工房,港式,蛋奶素,荃灣楊屋道138號樂悠居商場1樓25號舖,"22.366401069469358, 114.11813017763713",,https://www.openrice.com/zh/hongkong/r-%E7%B4%A0%E9%A3%9F%E5%B7%A5%E6%88%BF-%E8%8D%83%E7%81%A3-%E6%B8%AF%E5%BC%8F-%E7%84%A1%E8%82%89%E9%A4%90%E5%96%AE-r812500,63545263,
新界,荃灣,Yau Veggie Bistro,西式,蛋奶素,荃灣白田壩街45號南豐紗廠1樓118號舖,"22.374654937849577, 114.11014705765525",,https://www.openrice.com/zh/hongkong/r-yau-veggie-bistro-%E8%8D%83%E7%81%A3-%E8%A5%BF%E5%BC%8F-%E7%B4%A0%E9%A3%9F-r797550,68990989,
新界,荃灣,天天素食,粵菜,純素,荃灣青山公路荃灣段264-298號南豐中心1樓A440-1號舖,"22.373578159978333, 114.11669265707091",,https://www.openrice.com/zh/hongkong/r-%E5%A4%A9%E5%A4%A9%E7%B4%A0%E9%A3%9F-%E8%8D%83%E7%81%A3-%E7%B2%B5%E8%8F%9C-%E5%BB%A3%E6%9D%B1-%E7%B4%A0%E9%A3%9F-r12410,24125712,
新界,荃灣,天天素食,粵菜,純素,荃灣富華中心商場1樓2B(B),"22.372900471168006, 114.11829513497348",,https://www.openrice.com/zh/hongkong/r-%E5%A4%A9%E5%A4%A9%E7%B4%A0%E9%A3%9F-%E8%8D%83%E7%81%A3-%E7%B2%B5%E8%8F%9C-%E5%BB%A3%E6%9D%B1-%E7%B4%A0%E9%A3%9F-r83412,25959178,
新界,荃灣,圓玄素菜館,"中菜, 粵菜",純素,荃灣三疊潭老圍路圓玄學院,"22.383556643640606, 114.12301009889201",,https://www.openrice.com/zh/hongkong/r-%E5%9C%93%E7%8E%84%E7%B4%A0%E8%8F%9C%E9%A4%A8-%E8%8D%83%E7%81%A3-%E7%B2%B5%E8%8F%9C-%E5%BB%A3%E6%9D%B1-%E7%B4%A0%E9%A3%9F-r4186,24909882,
新界,葵涌,入素 Green Entrance,港式,蛋奶素,葵涌葵昌路72-76號活@KCC8樓804號舖,"22.36264334463479, 114.1322093374068",,https://www.openrice.com/zh/hongkong/r-%E5%85%A5%E7%B4%A0-%E8%91%B5%E6%B6%8C-%E6%B8%AF%E5%BC%8F-%E7%B4%A0%E9%A3%9F-r727029,31608396,
新界,葵涌,Nuttea,台式飲品,純素,葵芳葵富路7號葵涌廣場1樓潮流廊B號舖,"22.35806921843674, 114.12776764736151",,https://www.openrice.com/zh/hongkong/r-nuttea-%E8%91%B5%E8%8A%B3-%E5%8F%B0%E7%81%A3%E8%8F%9C-%E6%9E%9C%E6%B1%81-r706214,65403981,
新界,屯門,大力齋廚,"中菜, 粵菜",蛋奶素,屯門石排頭道5號偉昌工業中心A座地下,"22.400903138362604, 113.96835712978421",,https://www.openrice.com/zh/hongkong/r-%E5%A4%A7%E5%8A%9B%E9%BD%8B%E5%BB%9A-%E5%B1%AF%E9%96%80-%E7%B2%B5%E8%8F%9C-%E5%BB%A3%E6%9D%B1-%E7%B4%A0%E9%A3%9F-r26233,24634888,
新界,屯門,妙法齋,"中菜, 粵菜",蛋奶素,屯門明藝街8號地下,"22.405934741395424, 113.97437265522036",,https://www.openrice.com/zh/hongkong/r-%E5%A6%99%E6%B3%95%E9%BD%8B-%E5%B1%AF%E9%96%80-%E7%B2%B5%E8%8F%9C-%E5%BB%A3%E6%9D%B1-%E7%B4%A0%E9%A3%9F-r18475,24507288,
新界,屯門,常嚐素,Pizza店,蛋奶素,屯門井財街青棉徑5號金寶大廈地下7D號舖,"22.403960417259654, 113.9789985682586",,https://www.openrice.com/zh/hongkong/r-%E5%B8%B8%E5%9A%90%E7%B4%A0-%E5%B1%AF%E9%96%80-%E6%84%8F%E5%A4%A7%E5%88%A9%E8%8F%9C-%E7%B4%A0%E9%A3%9F-r130955,34880072,
新界,屯門,素之苑,"中菜, 粵菜",蛋奶素,屯門青山坊2號華樂大廈地下48號舖,"22.38909496225799, 113.97931869518474",,https://www.openrice.com/zh/hongkong/r-%E7%B4%A0%E4%B9%8B%E8%8B%91-%E5%B1%AF%E9%96%80-%E6%B8%AF%E5%BC%8F-%E7%84%A1%E8%82%89%E9%A4%90%E5%96%AE-r809962,69376322,
新界,元朗,大力素食,"中菜, 粵菜",蛋奶素,元朗媽橫路35號福昌樓地下7號舖,"22.44755582652267, 114.02233406263723",,https://www.openrice.com/zh/hongkong/r-%E5%A4%A7%E5%8A%9B%E7%B4%A0%E9%A3%9F-%E5%85%83%E6%9C%97-%E7%B2%B5%E8%8F%9C-%E5%BB%A3%E6%9D%B1-%E7%B4%A0%E9%A3%9F-r465660,24758928,
新界,元朗,一素店,西式,純素,元朗又新街35號怡豐大廈地下12號舖,"22.44340550390946, 114.03116498442581",,https://www.openrice.com/zh/hongkong/r-%E4%B8%80%E7%B4%A0%E5%BA%97-%E5%85%83%E6%9C%97-%E8%A5%BF%E5%BC%8F-%E6%9C%89%E6%A9%9F%E9%A3%9F%E5%93%81-r763026,24719575,
新界,元朗,齋之寶齋菜館,"中菜, 粵菜",蛋奶素,元朗紅棉圍2號興隆樓地下14號舖,"22.44275829524087, 114.02953453877714",,https://www.openrice.com/zh/hongkong/r-%E9%BD%8B%E4%B9%8B%E5%AF%B6%E9%BD%8B%E8%8F%9C%E9%A4%A8-%E5%85%83%E6%9C%97-%E7%B2%B5%E8%8F%9C-%E5%BB%A3%E6%9D%B1-%E7%B4%A0%E9%A3%9F-r8597,24422986,
新界,元朗,VEG-MIND CAFÉ,"多國菜, Cafe",蛋奶素,元朗錦田高埔村110號天空之城地下17號舖,"22.441662529715845, 114.05506007193001",,https://www.openrice.com/zh/hongkong/r-veg-mind-cafe-%E5%85%83%E6%9C%97-%E8%A5%BF%E5%BC%8F-%E7%84%A1%E8%82%89%E9%A4%90%E5%96%AE-r724690,28816621,
新界,粉嶺,好素聯和純素餐廳,"中菜, 粵菜",純素,粉嶺聯和墟和泰街55號泰昌樓地下A號舖,"22.500336746525072, 114.14245539524697",,https://www.openrice.com/zh/hongkong/r-%E5%A5%BD%E7%B4%A0%E8%81%AF%E5%92%8C%E7%B4%94%E7%B4%A0%E9%A4%90%E5%BB%B3-%E7%B2%89%E5%B6%BA-%E6%B8%AF%E5%BC%8F-%E7%B4%A0%E9%A3%9F-r806758,26826488,
新界,粉嶺,蓬瀛仙館齋廚,"中菜, 粵菜",純素,粉嶺百和路66號,"22.49056657477539, 114.13863195476894",,https://www.openrice.com/zh/hongkong/r-%E8%93%AC%E7%80%9B%E4%BB%99%E9%A4%A8%E9%BD%8B%E5%BB%9A-%E7%B2%89%E5%B6%BA-%E7%B2%B5%E8%8F%9C-%E5%BB%A3%E6%9D%B1-%E7%B4%A0%E9%A3%9F-r906,26693033,
新界,粉嶺,雲泉素食家,"中菜, 粵菜",純素,粉嶺打鼓嶺坪輋路雲泉仙館,"22.53025896562495, 114.15559567087745",,https://www.openrice.com/zh/hongkong/r-%E9%9B%B2%E6%B3%89%E7%B4%A0%E9%A3%9F%E4%B8%AD%E5%BF%83-%E7%B2%89%E5%B6%BA-%E7%B2%B5%E8%8F%9C-%E5%BB%A3%E6%9D%B1-%E7%B4%A0%E9%A3%9F-r12132,26743933,
新界,大埔,蓮花健康素食,"中菜, 粵菜",蛋奶素,大埔廣福道80號德康樓地下,"22.45681196528747, 114.16692923968822",,https://www.openrice.com/zh/hongkong/r-%E8%93%AE%E8%8A%B1%E5%81%A5%E5%BA%B7%E7%B4%A0%E9%A3%9F-%E5%A4%A7%E5%9F%94-%E7%B2%B5%E8%8F%9C-%E5%BB%A3%E6%9D%B1-%E7%B4%A0%E9%A3%9F-r647103,23312833,
新界,大埔,V.W Vegan Cafe,"多國菜, Cafe",純素,大埔寶湖道3號寶湖花園商場2樓227F-06號舖,"22.44952229502503, 114.16813299524527",,https://www.openrice.com/zh/hongkong/r-v-w-vegan-cafe-%E5%A4%A7%E5%9F%94-%E5%A4%9A%E5%9C%8B%E8%8F%9C-%E7%B4%A0%E9%A3%9F-r672530,92891406,
新界,大埔,慧食堂,多國菜,蛋奶素,大埔運頭角里11號舊大埔警署,"22.44678467882632, 114.16947826640948",,https://www.openrice.com/zh/hongkong/r-%E6%85%A7%E9%A3%9F%E5%A0%82-%E5%A4%A7%E5%9F%94-%E5%A4%9A%E5%9C%8B%E8%8F%9C-%E7%B4%A0%E9%A3%9F-r465007,29962800,
新界,大埔,發記粥麵,港式,非素食,大埔鄉事會街8號大埔墟街市及熟食中心2樓CFS18舖,"22.446502785299106, 114.16642616614074",,https://www.openrice.com/zh/hongkong/r-%E7%99%BC%E8%A8%98%E7%B2%A5%E9%BA%B5-%E5%A4%A7%E5%9F%94-%E6%B8%AF%E5%BC%8F-%E7%B2%A5%E5%93%81-r13644,26388079,
新界,大埔,Mayse Artisan Bakery,麵包店,純素,大埔大美督路64號地舖,"22.448058626242446, 114.16521953950884",,https://www.openrice.com/zh/hongkong/r-mayse-artisan-bakery-%E5%A4%A7%E5%9F%94-%E5%A4%9A%E5%9C%8B%E8%8F%9C-%E9%BA%B5%E5%8C%85%E5%BA%97-r564087,98556159,
新界,大埔,嘉道理農場慧食營,多國菜,純素,大埔林村林錦公路嘉道理農場,"22.43349336873408, 114.11719163944144",,https://www.openrice.com/zh/hongkong/r-%E6%85%A7%E9%A3%9F%E7%87%9F-%E5%A4%A7%E5%9F%94-%E8%A5%BF%E5%BC%8F-%E6%9C%89%E6%A9%9F%E9%A3%9F%E5%93%81-r783084,24889945,
新界,大埔,大埔大美督路64號地舖,Pizza店,純素,大埔大美督路64號地舖,"22.473053607378237, 114.23264978801974",,https://www.openrice.com/zh/hongkong/r-mayse-artisan-bakery-%E5%A4%A7%E5%9F%94-%E5%A4%9A%E5%9C%8B%E8%8F%9C-%E9%BA%B5%E5%8C%85%E5%BA%97-r564087,,
新界,中文大學,Woodlands (CUHK) Indian Vegetarian Restaurant 活蘭印度素食餐廳,印度菜,蛋奶素,沙田沙田香港中文大學范克廉樓LG14號舖,"22.418534394714694, 114.20525329694196",,https://www.openrice.com/zh/hongkong/r-woodlands-cuhk-indian-vegetarian-restaurant-sha-tin-indonesian-vegetarian-r787665,55818105,
新界,中文大學,Cafe 330,"多國菜, Cafe",蛋奶素,沙田香港中文大學康本國際學術園 1樓101A室,"22.419699468833656, 114.21101348160073",,https://www.openrice.com/zh/hongkong/r-cafe-330-%E6%B2%99%E7%94%B0-%E8%A5%BF%E5%BC%8F-%E7%B4%A0%E9%A3%9F-r130437,29943932,
新界,沙田,入素 Green Entrance,港式,蛋奶素,沙田石門安群街3號京瑞廣場1期2樓237號舖,"22.38867836968136, 114.20810409693512",,https://www.openrice.com/zh/hongkong/r-%E5%85%A5%E7%B4%A0-%E6%B2%99%E7%94%B0-%E6%B8%AF%E5%BC%8F-%E7%B4%A0%E9%A3%9F-r631466,35903570,
新界,沙田,天賜素齋,"中菜, 粵菜",蛋奶素,沙田德厚街3號禾輋廣場2樓220號舖,"22.388331263068945, 114.19454058175069",,https://www.openrice.com/zh/hongkong/r-%E5%A4%A9%E8%B3%9C%E7%B4%A0%E9%BD%8B-%E6%B2%99%E7%94%B0-%E7%B2%B5%E8%8F%9C-%E5%BB%A3%E6%9D%B1-%E7%B4%A0%E9%A3%9F-r22124,26963345,
新界,沙田,Tempura Makino,日本菜,非素食,沙田沙田正街18號新城市廣場一期1樓159號舖,"22.381634433277313, 114.18817540867761",,https://www.openrice.com/zh/hongkong/r-%E5%A4%A9%E3%81%B7%E3%82%89%E3%81%BE%E3%81%8D%E3%81%AE-%E6%B2%99%E7%94%B0-%E6%97%A5%E6%9C%AC%E8%8F%9C-r747078,28879618,
新界,沙田,素回家,"中菜, 粵菜",蛋奶素,沙田牛皮沙街2號愉翠街市地下2-3號舖,"22.38192557560017, 114.20533929104847",,https://www.openrice.com/zh/hongkong/r-%E7%B4%A0%E5%9B%9E%E5%AE%B6-%E6%B2%99%E7%94%B0-%E7%B2%B5%E8%8F%9C-%E5%BB%A3%E6%9D%B1-%E7%B4%A0%E9%A3%9F-r718296,61449506,
新界,馬鞍山,大自然素食（馬鞍山）,"中菜, 粵菜",蛋奶素,馬鞍山MOS Town4期 3樓3217號舖,"22.425184628004395, 114.23115190288397",,https://www.openrice.com/zh/hongkong/r-%E5%A4%A7%E8%87%AA%E7%84%B6%E7%B4%A0%E9%A3%9F-%E9%A6%AC%E9%9E%8D%E5%B1%B1-%E6%B8%AF%E5%BC%8F-%E7%B4%A0%E9%A3%9F-r611746,22345575,
新界,西貢,2084,"多國菜, Cafe",純素,西貢沙咀街5號地舖,"22.381372671750743, 114.27224179524302",,https://www.openrice.com/zh/hongkong/r-2084-%E8%A5%BF%E8%B2%A2-%E5%A4%9A%E5%9C%8B%E8%8F%9C-%E7%84%A1%E8%82%89%E9%A4%90%E5%96%AE-r661968,64208456,
離島,大嶼山,寶蓮禪寺,"中菜, 粵菜",純素,大嶼山昂坪昂坪路寶蓮禪寺,"22.255974273295315, 113.90752367703402",,https://www.openrice.com/zh/hongkong/r-%E5%AF%B6%E8%93%AE%E7%A6%AA%E5%AF%BA%E9%BD%8B%E5%A0%82-%E5%A4%A7%E5%B6%BC%E5%B1%B1-%E7%B2%B5%E8%8F%9C-%E5%BB%A3%E6%9D%B1-%E7%B4%A0%E9%A3%9F-r13802,29854736,